report_id,report_name,topic,json_path,file_path,pages,text_length
The_role_of_clean_energy_in_food_value_chains,The_role_of_clean_energy_in_food_value_chains.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/The_role_of_clean_energy_in_food_value_chains.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/The_role_of_clean_energy_in_food_value_chains.pdf,9,22553
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,Sustainable_Healthy_Diets_in_Cambodia_Evidence_for.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Sustainable_Healthy_Diets_in_Cambodia_Evidence_for.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/Sustainable_Healthy_Diets_in_Cambodia_Evidence_for.pdf,8,22204
Sudan_Emergency_Wheat_Production_Project_Final_eva,Sudan_Emergency_Wheat_Production_Project_Final_eva.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Sudan_Emergency_Wheat_Production_Project_Final_eva.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/Sudan_Emergency_Wheat_Production_Project_Final_eva.pdf,38,93760
The_State_of_School_Feeding_Worldwide,The_State_of_School_Feeding_Worldwide.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/The_State_of_School_Feeding_Worldwide.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/The_State_of_School_Feeding_Worldwide.pdf,5,1588
2025_Midyear_Update_Say_No_to_5S_Project_School_Fe,2025_Midyear_Update_Say_No_to_5S_Project_School_Fe.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Midyear_Update_Say_No_to_5S_Project_School_Fe.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/2025_Midyear_Update_Say_No_to_5S_Project_School_Fe.pdf,4,7800
Investing_in_Ukraine_s_economy_and_food_systems_fa,Investing_in_Ukraine_s_economy_and_food_systems_fa.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Investing_in_Ukraine_s_economy_and_food_systems_fa.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/Investing_in_Ukraine_s_economy_and_food_systems_fa.pdf,2,4564
Regional_Office_for_Eastern_and_Southern_Africa_No,Regional_Office_for_Eastern_and_Southern_Africa_No.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Regional_Office_for_Eastern_and_Southern_Africa_No.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/Regional_Office_for_Eastern_and_Southern_Africa_No.pdf,56,64565
Strengthening_Government_Institutions_for_Inclusiv,Strengthening_Government_Institutions_for_Inclusiv.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Strengthening_Government_Institutions_for_Inclusiv.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/Strengthening_Government_Institutions_for_Inclusiv.pdf,2,4680
Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I,Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I.pdf,Food_systems,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Food_systems/Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I.pdf,2,4289
South_South_and_Triangular_Cooperation_SSTC_Fast_F,South_South_and_Triangular_Cooperation_SSTC_Fast_F.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/South_South_and_Triangular_Cooperation_SSTC_Fast_F.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/South_South_and_Triangular_Cooperation_SSTC_Fast_F.pdf,4,8242
South_South_Quarterly_October_2024_Edition,South_South_Quarterly_October_2024_Edition.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/South_South_Quarterly_October_2024_Edition.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/South_South_Quarterly_October_2024_Edition.pdf,18,59856
Annual_Report_2023_Centre_of_Excellence_Against_Hu,Annual_Report_2023_Centre_of_Excellence_Against_Hu.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_Report_2023_Centre_of_Excellence_Against_Hu.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/Annual_Report_2023_Centre_of_Excellence_Against_Hu.pdf,29,43836
Preparing_for_the_future_WFP_Caribbean_2018_2023,Preparing_for_the_future_WFP_Caribbean_2018_2023.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Preparing_for_the_future_WFP_Caribbean_2018_2023.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/Preparing_for_the_future_WFP_Caribbean_2018_2023.pdf,1,0
2023_South_South_and_Triangular_Cooperation_policy,2023_South_South_and_Triangular_Cooperation_policy.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2023_South_South_and_Triangular_Cooperation_policy.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/2023_South_South_and_Triangular_Cooperation_policy.pdf,20,31499
WFP_s_engagement_in_middle_income_countries_2019_2,WFP_s_engagement_in_middle_income_countries_2019_2.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_engagement_in_middle_income_countries_2019_2.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/WFP_s_engagement_in_middle_income_countries_2019_2.pdf,81,227210
WFP_s_Role_in_Strengthening_Forecasting_Capabiliti,WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.pdf,4,8036
South_South_Quarterly_February_2025_Edition,South_South_Quarterly_February_2025_Edition.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/South_South_Quarterly_February_2025_Edition.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/South_South_Quarterly_February_2025_Edition.pdf,18,52696
Annual_Report_2024_WFP_Centre_of_Excellence_agains,Annual_Report_2024_WFP_Centre_of_Excellence_agains.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Annual_Report_2024_WFP_Centre_of_Excellence_agains.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/Annual_Report_2024_WFP_Centre_of_Excellence_agains.pdf,36,41264
WFP_s_Regional_Urban_Preparedness_Initiative_in_Re,WFP_s_Regional_Urban_Preparedness_Initiative_in_Re.pdf,South_South_cooperation,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_Regional_Urban_Preparedness_Initiative_in_Re.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/South_South_cooperation/WFP_s_Regional_Urban_Preparedness_Initiative_in_Re.pdf,8,11100
WFP_Lebanon_Fuel_Operation_Health_Sector_Support_S,WFP_Lebanon_Fuel_Operation_Health_Sector_Support_S.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Lebanon_Fuel_Operation_Health_Sector_Support_S.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/WFP_Lebanon_Fuel_Operation_Health_Sector_Support_S.pdf,2,7085
March_2024_Country_Strategic_Plan_2024_2028_summar,March_2024_Country_Strategic_Plan_2024_2028_summar.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/March_2024_Country_Strategic_Plan_2024_2028_summar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/March_2024_Country_Strategic_Plan_2024_2028_summar.pdf,4,2986
WFP_Regional_Bureau_for_Eastern_Africa_Logistics_i,WFP_Regional_Bureau_for_Eastern_Africa_Logistics_i.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Regional_Bureau_for_Eastern_Africa_Logistics_i.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/WFP_Regional_Bureau_for_Eastern_Africa_Logistics_i.pdf,8,10375
Evaluation_of_Democratic_Republic_of_the_Congo_WFP,Evaluation_of_Democratic_Republic_of_the_Congo_WFP.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Evaluation_of_Democratic_Republic_of_the_Congo_WFP.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/Evaluation_of_Democratic_Republic_of_the_Congo_WFP.pdf,104,317414
WFP_Lebanon_Fuel_Operation_WASH_Sector_Support_Sep,WFP_Lebanon_Fuel_Operation_WASH_Sector_Support_Sep.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Lebanon_Fuel_Operation_WASH_Sector_Support_Sep.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/WFP_Lebanon_Fuel_Operation_WASH_Sector_Support_Sep.pdf,2,5568
2021_Timor_Leste_Annual_Country_Report_Infographic,2021_Timor_Leste_Annual_Country_Report_Infographic.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2021_Timor_Leste_Annual_Country_Report_Infographic.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/2021_Timor_Leste_Annual_Country_Report_Infographic.pdf,3,2505
2023_WFP_Engineering_two_pager,2023_WFP_Engineering_two_pager.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2023_WFP_Engineering_two_pager.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/2023_WFP_Engineering_two_pager.pdf,2,968
WFP_Lebanon_Supply_Chain_Factsheet_July_2022,WFP_Lebanon_Supply_Chain_Factsheet_July_2022.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_Lebanon_Supply_Chain_Factsheet_July_2022.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/WFP_Lebanon_Supply_Chain_Factsheet_July_2022.pdf,2,4871
March_2024_Strengthening_supply_chain_capacity_in_,March_2024_Strengthening_supply_chain_capacity_in_.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/March_2024_Strengthening_supply_chain_capacity_in_.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/March_2024_Strengthening_supply_chain_capacity_in_.pdf,2,5891
2024_Typhoon_Season_WFP_Philippines_Response_Repor,2024_Typhoon_Season_WFP_Philippines_Response_Repor.pdf,Logistics_and_delivery_networks,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2024_Typhoon_Season_WFP_Philippines_Response_Repor.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Logistics_and_delivery_networks/2024_Typhoon_Season_WFP_Philippines_Response_Repor.pdf,29,49517
Joint_Evaluation_on_the_Collaboration_among_the_Un,Joint_Evaluation_on_the_Collaboration_among_the_Un.pdf,Rome_based_agencies,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Joint_Evaluation_on_the_Collaboration_among_the_Un.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Rome_based_agencies/Joint_Evaluation_on_the_Collaboration_among_the_Un.pdf,200,635351
RBA_Canada_2nd_Steering_Committee_meeting_Septembe,RBA_Canada_2nd_Steering_Committee_meeting_Septembe.pdf,Rome_based_agencies,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/RBA_Canada_2nd_Steering_Committee_meeting_Septembe.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Rome_based_agencies/RBA_Canada_2nd_Steering_Committee_meeting_Septembe.pdf,9,24057
The_State_of_Food_Security_and_Nutrition_in_the_Wo,The_State_of_Food_Security_and_Nutrition_in_the_Wo.pdf,Rome_based_agencies,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/The_State_of_Food_Security_and_Nutrition_in_the_Wo.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Rome_based_agencies/The_State_of_Food_Security_and_Nutrition_in_the_Wo.pdf,234,763667
Assistance_to_Refugees_and_Crisis_Affected_Populat,Assistance_to_Refugees_and_Crisis_Affected_Populat.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Assistance_to_Refugees_and_Crisis_Affected_Populat.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/Assistance_to_Refugees_and_Crisis_Affected_Populat.pdf,14,7965
2021_WFP_Community_Engagement_Strategy_for_Account,2021_WFP_Community_Engagement_Strategy_for_Account.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2021_WFP_Community_Engagement_Strategy_for_Account.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/2021_WFP_Community_Engagement_Strategy_for_Account.pdf,21,64618
After_Action_Review_Leveraging_4Ps_Programme_for_E,After_Action_Review_Leveraging_4Ps_Programme_for_E.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/After_Action_Review_Leveraging_4Ps_Programme_for_E.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/After_Action_Review_Leveraging_4Ps_Programme_for_E.pdf,21,48710
Summary_of_evaluation_evidence_Targeting_in_Emerge,Summary_of_evaluation_evidence_Targeting_in_Emerge.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Summary_of_evaluation_evidence_Targeting_in_Emerge.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/Summary_of_evaluation_evidence_Targeting_in_Emerge.pdf,4,14776
2023_Addressing_Irregular_Migration_through_Princi,2023_Addressing_Irregular_Migration_through_Princi.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2023_Addressing_Irregular_Migration_through_Princi.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/2023_Addressing_Irregular_Migration_through_Princi.pdf,24,76860
2021_Protection_and_Accountability_Handbook,2021_Protection_and_Accountability_Handbook.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2021_Protection_and_Accountability_Handbook.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/2021_Protection_and_Accountability_Handbook.pdf,80,212707
2023_Conflict_Sensitivity_Mainstreaming_Strategy,2023_Conflict_Sensitivity_Mainstreaming_Strategy.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2023_Conflict_Sensitivity_Mainstreaming_Strategy.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/2023_Conflict_Sensitivity_Mainstreaming_Strategy.pdf,24,72078
WFP_s_role_in_Youth_Employment_2022,WFP_s_role_in_Youth_Employment_2022.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_role_in_Youth_Employment_2022.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/WFP_s_role_in_Youth_Employment_2022.pdf,30,99630
2023_WFP_Urban_Strategy_Achieving_zero_hunger_in_a,2023_WFP_Urban_Strategy_Achieving_zero_hunger_in_a.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2023_WFP_Urban_Strategy_Achieving_zero_hunger_in_a.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/2023_WFP_Urban_Strategy_Achieving_zero_hunger_in_a.pdf,50,157361
Nepal_COVID_19_Economic_Vulnerability_Index,Nepal_COVID_19_Economic_Vulnerability_Index.pdf,Emergency_programming,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Nepal_COVID_19_Economic_Vulnerability_Index.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Emergency_programming/Nepal_COVID_19_Economic_Vulnerability_Index.pdf,21,30235
Integrating_Anticipatory_Action_in_Indonesia,Integrating_Anticipatory_Action_in_Indonesia.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Integrating_Anticipatory_Action_in_Indonesia.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/Integrating_Anticipatory_Action_in_Indonesia.pdf,12,27734
2024_Anticipatory_Cash_Technical_Guidance,2024_Anticipatory_Cash_Technical_Guidance.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2024_Anticipatory_Cash_Technical_Guidance.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/2024_Anticipatory_Cash_Technical_Guidance.pdf,20,38813
WFP_s_Role_in_Strengthening_Forecasting_Capabiliti,WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.pdf,4,8036
Strengthening_Early_Warning_Systems_for_Anticipato,Strengthening_Early_Warning_Systems_for_Anticipato.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Strengthening_Early_Warning_Systems_for_Anticipato.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/Strengthening_Early_Warning_Systems_for_Anticipato.pdf,6,9364
2025_Saving_lives_time_and_money_Evidence_from_ant,2025_Saving_lives_time_and_money_Evidence_from_ant.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Saving_lives_time_and_money_Evidence_from_ant.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/2025_Saving_lives_time_and_money_Evidence_from_ant.pdf,10,17701
Integrated_resilience_approach_in_Madagascar,Integrated_resilience_approach_in_Madagascar.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Integrated_resilience_approach_in_Madagascar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/Integrated_resilience_approach_in_Madagascar.pdf,2,5187
2025_Gender_Protection_and_Inclusion_in_Anticipato,2025_Gender_Protection_and_Inclusion_in_Anticipato.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Gender_Protection_and_Inclusion_in_Anticipato.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/2025_Gender_Protection_and_Inclusion_in_Anticipato.pdf,57,154601
2025_Climate_Services_Accelerator_Programme,2025_Climate_Services_Accelerator_Programme.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Climate_Services_Accelerator_Programme.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/2025_Climate_Services_Accelerator_Programme.pdf,4,6408
2025_Anticipatory_Action_Learning_and_validation_R,2025_Anticipatory_Action_Learning_and_validation_R.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Anticipatory_Action_Learning_and_validation_R.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/2025_Anticipatory_Action_Learning_and_validation_R.pdf,8,14647
Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I,Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I.pdf,Climate_services,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Climate_services/Scaling_Up_of_the_Rapid_Rural_Transformation_RRT_I.pdf,2,4289
Integrating_Anticipatory_Action_in_Indonesia,Integrating_Anticipatory_Action_in_Indonesia.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Integrating_Anticipatory_Action_in_Indonesia.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/Integrating_Anticipatory_Action_in_Indonesia.pdf,12,27734
2024_Anticipatory_Cash_Technical_Guidance,2024_Anticipatory_Cash_Technical_Guidance.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2024_Anticipatory_Cash_Technical_Guidance.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/2024_Anticipatory_Cash_Technical_Guidance.pdf,20,38813
WFP_s_Role_in_Strengthening_Forecasting_Capabiliti,WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/WFP_s_Role_in_Strengthening_Forecasting_Capabiliti.pdf,4,8036
Strengthening_Early_Warning_Systems_for_Anticipato,Strengthening_Early_Warning_Systems_for_Anticipato.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Strengthening_Early_Warning_Systems_for_Anticipato.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/Strengthening_Early_Warning_Systems_for_Anticipato.pdf,6,9364
Pre_arranged_Finance_for_Food_Security,Pre_arranged_Finance_for_Food_Security.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Pre_arranged_Finance_for_Food_Security.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/Pre_arranged_Finance_for_Food_Security.pdf,4,8643
2025_Saving_lives_time_and_money_Evidence_from_ant,2025_Saving_lives_time_and_money_Evidence_from_ant.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Saving_lives_time_and_money_Evidence_from_ant.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/2025_Saving_lives_time_and_money_Evidence_from_ant.pdf,10,17701
2025_Gender_Protection_and_Inclusion_in_Anticipato,2025_Gender_Protection_and_Inclusion_in_Anticipato.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Gender_Protection_and_Inclusion_in_Anticipato.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/2025_Gender_Protection_and_Inclusion_in_Anticipato.pdf,57,154601
2025_Climate_Services_Accelerator_Programme,2025_Climate_Services_Accelerator_Programme.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_Climate_Services_Accelerator_Programme.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/2025_Climate_Services_Accelerator_Programme.pdf,4,6408
Emergency_Preparedness_and_Response_in_Madagascar,Emergency_Preparedness_and_Response_in_Madagascar.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Emergency_Preparedness_and_Response_in_Madagascar.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/Emergency_Preparedness_and_Response_in_Madagascar.pdf,3,7955
2025_People_s_experience_of_Anticipatory_Action,2025_People_s_experience_of_Anticipatory_Action.pdf,Anticipatory_Action,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/2025_People_s_experience_of_Anticipatory_Action.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Anticipatory_Action/2025_People_s_experience_of_Anticipatory_Action.pdf,24,41841
Shifting_to_e_cooking_in_schools_Insights_from_Les,Shifting_to_e_cooking_in_schools_Insights_from_Les.pdf,Energy_for_food_security,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Shifting_to_e_cooking_in_schools_Insights_from_Les.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Energy_for_food_security/Shifting_to_e_cooking_in_schools_Insights_from_Les.pdf,3,5279
The_role_of_clean_energy_in_food_value_chains,The_role_of_clean_energy_in_food_value_chains.pdf,Energy_for_food_security,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/The_role_of_clean_energy_in_food_value_chains.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Energy_for_food_security/The_role_of_clean_energy_in_food_value_chains.pdf,9,22553
Planet_friendly_home_grown_school_feeding_What_doe,Planet_friendly_home_grown_school_feeding_What_doe.pdf,Energy_for_food_security,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Planet_friendly_home_grown_school_feeding_What_doe.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Energy_for_food_security/Planet_friendly_home_grown_school_feeding_What_doe.pdf,44,141934
Armenia_Evaluation_of_School_Feeding_Modalities_Ap,Armenia_Evaluation_of_School_Feeding_Modalities_Ap.pdf,Energy_for_food_security,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Armenia_Evaluation_of_School_Feeding_Modalities_Ap.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Energy_for_food_security/Armenia_Evaluation_of_School_Feeding_Modalities_Ap.pdf,65,246914
WFP_s_approach_to_Planet_Friendly_School_Meals,WFP_s_approach_to_Planet_Friendly_School_Meals.pdf,Energy_for_food_security,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/WFP_s_approach_to_Planet_Friendly_School_Meals.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Energy_for_food_security/WFP_s_approach_to_Planet_Friendly_School_Meals.pdf,16,39075
Clean_and_Modern_Energy_for_Cooking_A_Path_to_Food,Clean_and_Modern_Energy_for_Cooking_A_Path_to_Food.pdf,Energy_for_food_security,/Users/madhu/Desktop/WFP/wfp-taxonomy-analysis/py files/extracted/Clean_and_Modern_Energy_for_Cooking_A_Path_to_Food.json,/Users/madhu/Desktop/WFP/wfp_reports/wfp_reports/Energy_for_food_security/Clean_and_Modern_Energy_for_Cooking_A_Path_to_Food.pdf,32,62748
