report_id,topic_rank,topic,similarity
Annual_country_reports_-_Algeria_-_2023_DZ02,7,Food_fortification,0.5187
Annual_country_reports_-_Algeria_-_2023_DZ02,8,Funding_and_donors,0.5095
Annual_country_reports_-_Algeria_-_2023_DZ02,9,Nutrition,0.5085
Annual_country_reports_-_Algeria_-_2023_DZ02,10,Energy_for_food_security,0.4907
Annual_country_reports_-_Armenia_-_2023_AM02,1,Food_Assistance_for_Assets,0.5719
Annual_country_reports_-_Armenia_-_2023_AM02,2,Energy_for_food_security,0.5554
Annual_country_reports_-_Armenia_-_2023_AM02,3,Food_security_analysis,0.5468
Annual_country_reports_-_Armenia_-_2023_AM02,4,School_meals,0.5272
Annual_country_reports_-_Armenia_-_2023_AM02,5,Gender_equality,0.519
Annual_country_reports_-_Armenia_-_2023_AM02,6,Funding_and_donors,0.5073
Annual_country_reports_-_Armenia_-_2023_AM02,7,Food_Assistance,0.4993
Annual_country_reports_-_Armenia_-_2023_AM02,8,The_R4_Rural_Resilience_Initiative,0.4894
Annual_country_reports_-_Armenia_-_2023_AM02,9,Food_safety_and_quality,0.4878
Annual_country_reports_-_Armenia_-_2023_AM02,10,Food_systems,0.4753
Annual_country_reports_-_Armenia_-_2024_AM02,1,Food_Assistance_for_Assets,0.578
Annual_country_reports_-_Armenia_-_2024_AM02,2,Energy_for_food_security,0.5473
Annual_country_reports_-_Armenia_-_2024_AM02,3,Food_security_analysis,0.5468
Annual_country_reports_-_Armenia_-_2024_AM02,4,Country_Capacity_Strengthening,0.5368
Annual_country_reports_-_Armenia_-_2024_AM02,5,School_meals,0.5117
Annual_country_reports_-_Armenia_-_2024_AM02,6,Food_Assistance,0.4993
Annual_country_reports_-_Armenia_-_2024_AM02,7,Food_safety_and_quality,0.4878
Annual_country_reports_-_Armenia_-_2024_AM02,8,Humanitarian_Support_and_Services,0.4808
Annual_country_reports_-_Armenia_-_2024_AM02,9,Funding_and_donors,0.4727
Annual_country_reports_-_Armenia_-_2024_AM02,10,Food_fortification,0.471
Annual_country_reports_-_Benin_-_2023_BJ02,1,School_meals,0.6152
Annual_country_reports_-_Benin_-_2023_BJ02,2,Climate_change_adaptation,0.5147
Annual_country_reports_-_Benin_-_2023_BJ02,3,Funding_and_donors,0.5069
Annual_country_reports_-_Benin_-_2023_BJ02,4,Food_Assistance_for_Assets,0.4989
Annual_country_reports_-_Benin_-_2023_BJ02,5,Food_security_analysis,0.4987
Annual_country_reports_-_Benin_-_2023_BJ02,6,Energy_for_food_security,0.4904
Annual_country_reports_-_Benin_-_2023_BJ02,7,Nutrition,0.4786
Annual_country_reports_-_Benin_-_2023_BJ02,8,The_R4_Rural_Resilience_Initiative,0.469
Annual_country_reports_-_Benin_-_2023_BJ02,9,Humanitarian_Support_and_Services,0.4661
Annual_country_reports_-_Benin_-_2023_BJ02,10,Country_Capacity_Strengthening,0.4637
Annual_country_reports_-_Benin_-_2024_BJ03,1,Food_Assistance_for_Assets,0.5612
Annual_country_reports_-_Benin_-_2024_BJ03,2,Funding_and_donors,0.5525
Annual_country_reports_-_Benin_-_2024_BJ03,3,Energy_for_food_security,0.5358
Annual_country_reports_-_Benin_-_2024_BJ03,4,School_meals,0.5197
Annual_country_reports_-_Benin_-_2024_BJ03,5,Food_Assistance,0.5183
Annual_country_reports_-_Benin_-_2024_BJ03,6,Cash_transfers,0.4903
Annual_country_reports_-_Benin_-_2024_BJ03,7,Food_security_analysis,0.4898
Annual_country_reports_-_Benin_-_2024_BJ03,8,Social_Protection_and_Safety_Nets,0.4754
Annual_country_reports_-_Benin_-_2024_BJ03,9,Nutrition,0.4657
Annual_country_reports_-_Benin_-_2024_BJ03,10,Food_fortification,0.4635
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,1,Food_security_analysis,0.592
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,2,Smallholder_agricultural_market_support,0.5852
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,3,Food_Assistance_for_Assets,0.5496
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,4,Country_Capacity_Strengthening,0.5483
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,5,The_R4_Rural_Resilience_Initiative,0.54
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,6,Food_Security_Cluster,0.5361
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,7,Funding_and_donors,0.5334
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,8,Energy_for_food_security,0.5299
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,9,Emergencies,0.4762
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2023_BO03,10,Sustainable_livelihoods_and_ecosystems,0.4756
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,1,Food_security_analysis,0.6032
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,2,Cash_transfers,0.5879
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,3,Smallholder_agricultural_market_support,0.5852
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,4,Food_Assistance_for_Assets,0.5567
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,5,Country_Capacity_Strengthening,0.5483
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,6,Food_Security_Cluster,0.541
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,7,The_R4_Rural_Resilience_Initiative,0.54
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,8,Energy_for_food_security,0.5366
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,9,In_kind_food_distribution,0.4947
Annual_country_reports_-_Bolivia_Plurinational_State_of_-_2024_BO03,10,Sustainable_livelihoods_and_ecosystems,0.4733
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,1,School_meals,0.6542
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,2,Food_Assistance_for_Assets,0.6393
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,3,Sustainable_livelihoods_and_ecosystems,0.6179
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,4,Smallholder_agricultural_market_support,0.5673
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,5,The_R4_Rural_Resilience_Initiative,0.5621
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,6,Food_Assistance,0.5553
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,7,Energy_for_food_security,0.542
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,8,Humanitarian_Support_and_Services,0.531
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,9,Country_Capacity_Strengthening,0.5295
Annual_country_reports_-_Burkina_Faso_-_2023_BF02,10,Food_security_analysis,0.5264
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,1,The_R4_Rural_Resilience_Initiative,0.6411
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,2,Smallholder_agricultural_market_support,0.6258
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,3,Humanitarian_Support_and_Services,0.6183
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,4,Sustainable_livelihoods_and_ecosystems,0.6179
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,5,School_meals,0.6059
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,6,Funding_and_donors,0.5971
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,7,Food_Assistance_for_Assets,0.5861
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,8,Resilience_building,0.5705
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,9,UN_Humanitarian_Air_Service,0.5501
Annual_country_reports_-_Burkina_Faso_-_2024_BF02,10,Food_fortification,0.536
Annual_country_reports_-_Burundi_-_2023_BI02,1,Food_Assistance_for_Assets,0.5671
Annual_country_reports_-_Burundi_-_2023_BI02,2,Nutrition,0.5261
Annual_country_reports_-_Burundi_-_2023_BI02,3,School_meals,0.5163
Annual_country_reports_-_Burundi_-_2023_BI02,4,Funding_and_donors,0.5066
Annual_country_reports_-_Burundi_-_2023_BI02,5,Food_Assistance,0.5057
Annual_country_reports_-_Burundi_-_2023_BI02,6,Food_security_analysis,0.4972
Annual_country_reports_-_Burundi_-_2023_BI02,7,Energy_for_food_security,0.488
Annual_country_reports_-_Burundi_-_2023_BI02,8,Humanitarian_Support_and_Services,0.4875
Annual_country_reports_-_Burundi_-_2023_BI02,9,Food_fortification,0.4769
Annual_country_reports_-_Burundi_-_2023_BI02,10,Smallholder_agricultural_market_support,0.4723
Annual_country_reports_-_Burundi_-_2024_BI03,1,Smallholder_agricultural_market_support,0.5802
Annual_country_reports_-_Burundi_-_2024_BI03,2,Country_Capacity_Strengthening,0.5744
Annual_country_reports_-_Burundi_-_2024_BI03,3,Humanitarian_Support_and_Services,0.5443
Annual_country_reports_-_Burundi_-_2024_BI03,4,The_R4_Rural_Resilience_Initiative,0.5397
Annual_country_reports_-_Burundi_-_2024_BI03,5,Food_Assistance_for_Assets,0.538
Annual_country_reports_-_Burundi_-_2024_BI03,6,Food_security_analysis,0.5317
Annual_country_reports_-_Burundi_-_2024_BI03,7,Energy_for_food_security,0.5072
Annual_country_reports_-_Burundi_-_2024_BI03,8,Funding_and_donors,0.5013
Annual_country_reports_-_Burundi_-_2024_BI03,9,Nutrition,0.4874
Annual_country_reports_-_Burundi_-_2024_BI03,10,Food_Assistance,0.4843
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,1,Resilience_building,0.6384
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,2,Food_Assistance_for_Assets,0.6146
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,3,UN_Humanitarian_Air_Service,0.601
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,4,Humanitarian_Support_and_Services,0.583
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,5,Food_security_analysis,0.5552
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,6,Gender_equality,0.5465
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,7,Funding_and_donors,0.5202
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,8,Energy_for_food_security,0.52
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,9,Smallholder_agricultural_market_support,0.5172
Annual_country_reports_-_Central_African_Republic_-_2023_CF01,10,The_R4_Rural_Resilience_Initiative,0.5155
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,1,Food_Assistance_for_Assets,0.6443
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,2,Sustainable_livelihoods_and_ecosystems,0.5728
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,3,Country_Capacity_Strengthening,0.5385
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,4,Food_fortification,0.536
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,5,Smallholder_agricultural_market_support,0.5343
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,6,Food_safety_and_quality,0.5305
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,7,Nutrition,0.5286
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,8,School_meals,0.526
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,9,Food_Assistance,0.5227
Annual_country_reports_-_Central_African_Republic_-_2024_CF02,10,Country_strategic_planning,0.5212
Annual_country_reports_-_Chad_-_2024_TD01,1,School_meals,0.6647
Annual_country_reports_-_Chad_-_2024_TD01,2,Food_Assistance_for_Assets,0.6587
Annual_country_reports_-_Chad_-_2024_TD01,3,Food_security_analysis,0.6268
Annual_country_reports_-_Chad_-_2024_TD01,4,Food_Assistance,0.6011
Annual_country_reports_-_Chad_-_2024_TD01,5,Smallholder_agricultural_market_support,0.5967
Annual_country_reports_-_Chad_-_2024_TD01,6,Country_Capacity_Strengthening,0.5933
Annual_country_reports_-_Chad_-_2024_TD01,7,Emergencies,0.5715
Annual_country_reports_-_Chad_-_2024_TD01,8,Humanitarian_Support_and_Services,0.5682
Annual_country_reports_-_Chad_-_2024_TD01,9,Energy_for_food_security,0.5618
Annual_country_reports_-_Chad_-_2024_TD01,10,Funding_and_donors,0.5594
Annual_country_reports_-_Chad_-_2024_TD02,1,Food_Assistance_for_Assets,0.5965
Annual_country_reports_-_Chad_-_2024_TD02,2,School_meals,0.5709
Annual_country_reports_-_Chad_-_2024_TD02,3,Funding_and_donors,0.5548
Annual_country_reports_-_Chad_-_2024_TD02,4,Humanitarian_Support_and_Services,0.5506
Annual_country_reports_-_Chad_-_2024_TD02,5,Sustainable_livelihoods_and_ecosystems,0.5413
Annual_country_reports_-_Chad_-_2024_TD02,6,UN_Humanitarian_Air_Service,0.5327
Annual_country_reports_-_Chad_-_2024_TD02,7,The_R4_Rural_Resilience_Initiative,0.5319
Annual_country_reports_-_Chad_-_2024_TD02,8,Food_security_analysis,0.5214
Annual_country_reports_-_Chad_-_2024_TD02,9,Food_fortification,0.5155
Annual_country_reports_-_Chad_-_2024_TD02,10,Country_strategic_planning,0.5138
Annual_country_reports_-_China_-_2023_CN02,1,School_meals,0.6392
Annual_country_reports_-_China_-_2023_CN02,2,The_R4_Rural_Resilience_Initiative,0.6168
Annual_country_reports_-_China_-_2023_CN02,3,Resilience_building,0.6164
Annual_country_reports_-_China_-_2023_CN02,4,Energy_for_food_security,0.6132
Annual_country_reports_-_China_-_2023_CN02,5,Food_security_analysis,0.6062
Annual_country_reports_-_China_-_2023_CN02,6,Food_safety_and_quality,0.606
Annual_country_reports_-_China_-_2023_CN02,7,Supply_chain,0.602
Annual_country_reports_-_China_-_2023_CN02,8,Partnerships,0.5885
Annual_country_reports_-_China_-_2023_CN02,9,Sustainable_development_goals,0.5843
Annual_country_reports_-_China_-_2023_CN02,10,Nutrition,0.5836
Annual_country_reports_-_China_-_2024_CN02,1,Country_Capacity_Strengthening,0.6194
Annual_country_reports_-_China_-_2024_CN02,2,Funding_and_donors,0.6182
Annual_country_reports_-_China_-_2024_CN02,3,Resilience_building,0.6017
Annual_country_reports_-_China_-_2024_CN02,4,Nutrition,0.5836
Annual_country_reports_-_China_-_2024_CN02,5,Specialized_nutritious_food,0.579
Annual_country_reports_-_China_-_2024_CN02,6,Partnerships,0.5524
Annual_country_reports_-_China_-_2024_CN02,7,The_R4_Rural_Resilience_Initiative,0.5519
Annual_country_reports_-_China_-_2024_CN02,8,UN_agencies_and_international_institutions,0.5455
Annual_country_reports_-_China_-_2024_CN02,9,School_meals,0.5359
Annual_country_reports_-_China_-_2024_CN02,10,Food_Assistance,0.5296
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,1,School_meals,0.6436
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,2,Food_Assistance,0.59
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,3,Food_Assistance_for_Assets,0.5709
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,4,Food_security_analysis,0.5455
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,5,Smallholder_agricultural_market_support,0.5403
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,6,Logistics_and_delivery_networks,0.5381
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,7,Nutrition,0.5331
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,8,Energy_for_food_security,0.518
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,9,Gender_equality,0.4958
Annual_country_reports_-_Côte_dIvoire_-_2023_CI02,10,The_R4_Rural_Resilience_Initiative,0.4892
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,1,Food_Assistance_for_Assets,0.6118
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,2,Food_Assistance,0.5797
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,3,School_meals,0.5701
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,4,Funding_and_donors,0.5554
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,5,Smallholder_agricultural_market_support,0.5395
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,6,Food_fortification,0.536
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,7,Food_security_analysis,0.5266
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,8,Nutrition,0.5259
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,9,Energy_for_food_security,0.5156
Annual_country_reports_-_Côte_dIvoire_-_2024_CI02,10,Sustainable_livelihoods_and_ecosystems,0.5069
Annual_country_reports_-_Mauritania_-_2024_MR02,1,Resilience_building,0.7164
Annual_country_reports_-_Mauritania_-_2024_MR02,2,Resilience_programming,0.6649
Annual_country_reports_-_Mauritania_-_2024_MR02,3,The_R4_Rural_Resilience_Initiative,0.6644
Annual_country_reports_-_Mauritania_-_2024_MR02,4,Anticipatory_Action,0.6579
Annual_country_reports_-_Mauritania_-_2024_MR02,5,Food_Assistance_for_Assets,0.6089
Annual_country_reports_-_Mauritania_-_2024_MR02,6,School_meals,0.5918
Annual_country_reports_-_Mauritania_-_2024_MR02,7,UN_Humanitarian_Air_Service,0.5885
Annual_country_reports_-_Mauritania_-_2024_MR02,8,Sustainable_livelihoods_and_ecosystems,0.5816
Annual_country_reports_-_Mauritania_-_2024_MR02,9,Humanitarian_Support_and_Services,0.5788
Annual_country_reports_-_Mauritania_-_2024_MR02,10,Food_Assistance,0.5507
Annual_country_reports_-_Mauritania_-_2024_MR03,1,Resilience_building,0.7184
Annual_country_reports_-_Mauritania_-_2024_MR03,2,The_R4_Rural_Resilience_Initiative,0.6709
Annual_country_reports_-_Mauritania_-_2024_MR03,3,Resilience_programming,0.6661
Annual_country_reports_-_Mauritania_-_2024_MR03,4,Sustainable_livelihoods_and_ecosystems,0.6387
Annual_country_reports_-_Mauritania_-_2024_MR03,5,Food_Assistance_for_Assets,0.6326
Annual_country_reports_-_Mauritania_-_2024_MR03,6,School_meals,0.6307
Annual_country_reports_-_Mauritania_-_2024_MR03,7,Humanitarian_Support_and_Services,0.6194
Annual_country_reports_-_Mauritania_-_2024_MR03,8,Nutrition,0.6095
Annual_country_reports_-_Mauritania_-_2024_MR03,9,Food_fortification,0.605
Annual_country_reports_-_Mauritania_-_2024_MR03,10,Funding_and_donors,0.5882
Annual_country_reports_-_Nicaragua_-_2024_NI02,1,The_R4_Rural_Resilience_Initiative,0.6572
Annual_country_reports_-_Nicaragua_-_2024_NI02,2,Humanitarian_Support_and_Services,0.6259
Annual_country_reports_-_Nicaragua_-_2024_NI02,3,Food_Assistance,0.563
Annual_country_reports_-_Nicaragua_-_2024_NI02,4,Funding_and_donors,0.5594
Annual_country_reports_-_Nicaragua_-_2024_NI02,5,Energy_for_food_security,0.5401
Annual_country_reports_-_Nicaragua_-_2024_NI02,6,Food_Assistance_for_Assets,0.5361
Annual_country_reports_-_Nicaragua_-_2024_NI02,7,Food_security_analysis,0.534
Annual_country_reports_-_Nicaragua_-_2024_NI02,8,Emergency_Preparedness_and_Response,0.5329
Annual_country_reports_-_Nicaragua_-_2024_NI02,9,School_meals,0.5264
Annual_country_reports_-_Nicaragua_-_2024_NI02,10,Smallholder_agricultural_market_support,0.5134
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,1,The_R4_Rural_Resilience_Initiative,0.6572
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,2,Humanitarian_Support_and_Services,0.6259
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,3,Food_Assistance,0.563
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,4,Funding_and_donors,0.5594
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,5,Energy_for_food_security,0.5401
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,6,Food_Assistance_for_Assets,0.5361
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,7,Food_security_analysis,0.534
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,8,Emergency_Preparedness_and_Response,0.5329
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,9,School_meals,0.5264
Annual_country_reports_-_Nicaragua_-_2024_NI02-checkpoint,10,Smallholder_agricultural_market_support,0.5134
Annual_country_reports_-_Nicaragua_-_2024_NI03,1,Smallholder_agricultural_market_support,0.6147
Annual_country_reports_-_Nicaragua_-_2024_NI03,2,School_meals,0.5915
Annual_country_reports_-_Nicaragua_-_2024_NI03,3,Humanitarian_Support_and_Services,0.5818
Annual_country_reports_-_Nicaragua_-_2024_NI03,4,Food_security_analysis,0.537
Annual_country_reports_-_Nicaragua_-_2024_NI03,5,The_R4_Rural_Resilience_Initiative,0.5309
Annual_country_reports_-_Nicaragua_-_2024_NI03,6,Sustainable_livelihoods_and_ecosystems,0.4993
Annual_country_reports_-_Nicaragua_-_2024_NI03,7,Energy_for_food_security,0.4991
Annual_country_reports_-_Nicaragua_-_2024_NI03,8,Emergency_Preparedness_and_Response,0.4984
Annual_country_reports_-_Nicaragua_-_2024_NI03,9,Emergency_relief,0.4946
Annual_country_reports_-_Nicaragua_-_2024_NI03,10,Food_Assistance_for_Assets,0.486
Annual_country_reports_-_Nigeria_-_2023_NG01,1,Food_security_analysis,0.6622
Annual_country_reports_-_Nigeria_-_2023_NG01,2,UN_Humanitarian_Air_Service,0.6229
Annual_country_reports_-_Nigeria_-_2023_NG01,3,Food_Assistance,0.6002
Annual_country_reports_-_Nigeria_-_2023_NG01,4,Sustainable_development_goals,0.5996
Annual_country_reports_-_Nigeria_-_2023_NG01,5,Humanitarian_Support_and_Services,0.5733
Annual_country_reports_-_Nigeria_-_2023_NG01,6,Energy_for_food_security,0.5729
Annual_country_reports_-_Nigeria_-_2023_NG01,7,Funding_and_donors,0.5594
Annual_country_reports_-_Nigeria_-_2023_NG01,8,Food_Security_Cluster,0.5584
Annual_country_reports_-_Nigeria_-_2023_NG01,9,Food_Assistance_for_Assets,0.5549
Annual_country_reports_-_Nigeria_-_2023_NG01,10,Sustainable_livelihoods_and_ecosystems,0.5471
Annual_country_reports_-_Nigeria_-_2024_NG02,1,Nutrition,0.5623
Annual_country_reports_-_Nigeria_-_2024_NG02,2,The_R4_Rural_Resilience_Initiative,0.5502
Annual_country_reports_-_Nigeria_-_2024_NG02,3,Food_Assistance_for_Assets,0.547
Annual_country_reports_-_Nigeria_-_2024_NG02,4,Funding_and_donors,0.535
Annual_country_reports_-_Nigeria_-_2024_NG02,5,Food_security_analysis,0.5338
Annual_country_reports_-_Nigeria_-_2024_NG02,6,Humanitarian_Support_and_Services,0.5317
Annual_country_reports_-_Nigeria_-_2024_NG02,7,Smallholder_agricultural_market_support,0.5246
Annual_country_reports_-_Nigeria_-_2024_NG02,8,Food_Assistance,0.509
Annual_country_reports_-_Nigeria_-_2024_NG02,9,Emergency_Preparedness_and_Response,0.5077
Annual_country_reports_-_Nigeria_-_2024_NG02,10,Emergency_relief,0.5059
Annual_country_reports_-_Rwanda_-_2023_RW01,1,Smallholder_agricultural_market_support,0.6016
Annual_country_reports_-_Rwanda_-_2023_RW01,2,Food_security_analysis,0.5708
Annual_country_reports_-_Rwanda_-_2023_RW01,3,Food_Assistance_for_Assets,0.5597
Annual_country_reports_-_Rwanda_-_2023_RW01,4,Country_Capacity_Strengthening,0.5524
Annual_country_reports_-_Rwanda_-_2023_RW01,5,Humanitarian_Support_and_Services,0.5512
Annual_country_reports_-_Rwanda_-_2023_RW01,6,School_meals,0.533
Annual_country_reports_-_Rwanda_-_2023_RW01,7,Energy_for_food_security,0.5263
Annual_country_reports_-_Rwanda_-_2023_RW01,8,Food_Assistance,0.4985
Annual_country_reports_-_Rwanda_-_2023_RW01,9,Food_safety_and_quality,0.4751
Annual_country_reports_-_Rwanda_-_2023_RW01,10,The_R4_Rural_Resilience_Initiative,0.4747
Annual_country_reports_-_Rwanda_-_2024_RW01,1,Smallholder_agricultural_market_support,0.5984
Annual_country_reports_-_Rwanda_-_2024_RW01,2,Food_Assistance_for_Assets,0.5597
Annual_country_reports_-_Rwanda_-_2024_RW01,3,Funding_and_donors,0.5548
Annual_country_reports_-_Rwanda_-_2024_RW01,4,Food_security_analysis,0.5499
Annual_country_reports_-_Rwanda_-_2024_RW01,5,Energy_for_food_security,0.5449
Annual_country_reports_-_Rwanda_-_2024_RW01,6,Humanitarian_Support_and_Services,0.5374
Annual_country_reports_-_Rwanda_-_2024_RW01,7,Food_fortification,0.536
Annual_country_reports_-_Rwanda_-_2024_RW01,8,Food_Assistance,0.4985
Annual_country_reports_-_Rwanda_-_2024_RW01,9,Nutrition,0.4821
Annual_country_reports_-_Rwanda_-_2024_RW01,10,Specialized_nutritious_food,0.4817
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,1,Country_strategic_planning,0.578
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,2,Food_Assistance_for_Assets,0.5529
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,3,Funding_and_donors,0.5229
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,4,Food_security_analysis,0.5198
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,5,Energy_for_food_security,0.4979
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,6,Food_Assistance,0.4858
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,7,South_South_cooperation,0.4793
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,8,Environmental_and_social_sustainability,0.4777
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,9,School_meals,0.4692
Annual_country_reports_-_Sao_Tome_and_Principe_-_2023_ST02,10,Country_Capacity_Strengthening,0.4631
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,1,Food_Assistance,0.5429
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,2,Sustainable_development_goals,0.5358
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,3,Food_Assistance_for_Assets,0.5223
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,4,Funding_and_donors,0.514
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,5,Food_security_analysis,0.4996
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,6,Energy_for_food_security,0.4919
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,7,Humanitarian_Support_and_Services,0.484
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,8,School_meals,0.4771
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,9,Smallholder_agricultural_market_support,0.4659
Annual_country_reports_-_Sao_Tome_and_Principe_-_2024_ST03,10,Emergency_Preparedness_and_Response,0.4572
Annual_country_reports_-_Senegal_-_2023_SN02,1,Food_Assistance_for_Assets,0.6188
Annual_country_reports_-_Senegal_-_2023_SN02,2,Sustainable_livelihoods_and_ecosystems,0.5767
Annual_country_reports_-_Senegal_-_2023_SN02,3,The_R4_Rural_Resilience_Initiative,0.5724
Annual_country_reports_-_Senegal_-_2023_SN02,4,Food_Assistance,0.5716
Annual_country_reports_-_Senegal_-_2023_SN02,5,Energy_for_food_security,0.5686
Annual_country_reports_-_Senegal_-_2023_SN02,6,Food_security_analysis,0.5567
Annual_country_reports_-_Senegal_-_2023_SN02,7,Seasonal_and_agricultural_monitoring,0.5304
Annual_country_reports_-_Senegal_-_2023_SN02,8,Nutrition,0.5142
Annual_country_reports_-_Senegal_-_2023_SN02,9,Specialized_nutritious_food,0.5024
Annual_country_reports_-_Senegal_-_2023_SN02,10,Funding_and_donors,0.5012
Annual_country_reports_-_Senegal_-_2024_SN02,1,Food_Assistance_for_Assets,0.6397
Annual_country_reports_-_Senegal_-_2024_SN02,2,Resilience_building,0.633
